location,parameter,country,city,date.utc,coordinates_latitude,coordinates_longitude,avgvalue
San Diego - Sherman,o3,US,San Diego-Carlsbad-San Marcos,00:00.0,32.710177,-117.142665,0.022363636
San Francisco,o3,US,San Francisco-Oakland-Fremont,00:00.0,37.7658,-122.3978,0.014181818
San Jose - Jackson S,o3,US,San Jose-Sunnyvale-Santa Clara,00:00.0,37.3483,-121.8947,0.019909091
San Luis Obispo - Hi,o3,US,SAN LUIS OBISPO,00:00.0,35.25651,-120.6693,0.039769231
San Martin,o3,US,San Jose-Sunnyvale-Santa Clara,00:00.0,37.0792,-121.5994,0.0185
San Pablo - Rumrill,o3,US,San Francisco-Oakland-Fremont,00:00.0,37.9604,-122.3571,0.003916667
San Rafael,o3,US,San Francisco-Oakland-Fremont,00:00.0,37.9722,-122.5189,0.010272727
San Ramon,o3,US,San Francisco-Oakland-Fremont,00:00.0,37.743649,-121.934188,0.006363636
Sandcut,o3,US,Terre Haute,00:00.0,39.5642,-87.3253,0.019928571
Santa Barbara,o3,US,Santa Barbara-Santa Maria,00:00.0,34.42775,-119.69091,0.005357143
Santa Clarita,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.3833,-118.5283,0.008866667
Santa Fe Airport,o3,US,Santa Fe,00:00.0,35.6198,-106.0797,0.020909091
Santa Maria - Broadw,o3,US,Santa Barbara-Santa Maria,00:00.0,34.942872,-120.435611,0.040384615
Santa Teresa,o3,US,Las Cruces,00:00.0,31.7878,-106.6828,0.007818182
Santa Ynez,o3,US,Santa Barbara-Santa Maria,00:00.0,34.605819,-120.07506,0.010642857
Santee Sioux,o3,US,KNOX,00:00.0,42.8292,-97.8541,0.031076923
Savannahs,o3,US,ST. LUCIE,00:00.0,27.38908,-80.311035,0.024444444
Scranton,o3,US,Scranton--Wilkes-Barre,00:00.0,41.4428,-75.6231,0.0352
Seabrook Friendship,o3,US,Houston-Sugar Land-Baytown,00:00.0,29.5831,-95.0156,0.015769231
Seattle-Beacon Hill,o3,US,Seattle-Tacoma-Bellevue,00:00.0,47.568236,-122.308628,0.018384615
Sebastopol,o3,US,Santa Rosa-Petaluma,00:00.0,38.403765,-122.818294,0.0055
Sedgwick,o3,US,Wichita,00:00.0,37.897499,-97.492073,0.032214286
Seiling,o3,US,DEWEY,00:00.0,36.1589,-98.9353,0.032
Seminole Community C,o3,US,Orlando-Kissimmee,00:00.0,28.7456,-81.31,0.018333333
Senior Center,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4883,-111.855003,0.035333333
Sequoia and Kings Ca,o3,US,Visalia-Porterville,00:00.0,36.489399,-118.826897,0.026428571
Shafter - Walker Str,o3,US,Bakersfield,00:00.0,35.50349,-119.27264,0.008461538
Shakopee,o3,US,Minneapolis-St. Paul-Bloomington,00:00.0,44.789398,-93.512497,0.0205
Shasta Lake City,o3,US,Redding,00:00.0,40.6894,-122.4024,0.029285714
Sheffield Elementary,o3,US,Jacksonville,00:00.0,30.4758,-81.5869,0.019214286
Shenandoah NP,o3,US,MADISON,00:00.0,38.5231,-78.4347,0.031214286
Sheridan,o3,US,SHERIDAN,00:00.0,44.933998,-106.847198,0.026642857
Shreveport Airport,o3,US,Shreveport-Bossier City,00:00.0,32.5364,-93.7492,0.003142857
Sidney 201,o3,US,RICHLAND,00:00.0,47.8679,-104.676864,0.027076923
Sikes Elementary Sch,o3,US,Lakeland,00:00.0,27.94,-82.0003,0.019444444
Simi Valley - Cochra,o3,US,Oxnard-Thousand Oaks-Ventura,00:00.0,34.2775,-118.6847,0.021357143
Sioux Falls,o3,US,MINNEHAHA,00:00.0,43.54792,-96.700768,0.028
Skyline Park C72,o3,US,El Paso,00:00.0,31.893889,-106.425556,0.009857143
Sloughhouse,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.494475,-121.211131,0.017533333
Smithfield,o3,US,CACHE,00:00.0,41.842778,-111.85194,0.0215
Socorro Hueco C49,o3,US,El Paso,00:00.0,31.66752,-106.28774,0.004785714
Solano Drive,o3,US,Las Cruces,00:00.0,32.3169,-106.7669,0.006454545
Sonora - Barretta St,o3,US,Phoenix Lake-Cedar Ridge,00:00.0,37.98178,-120.378551,0.013307692
South Bend-Shields D,o3,US,South Bend-Mishawaka,00:00.0,41.6967,-86.2147,0.013142857
South DeKalb,o3,US,Atlanta-Sandy Springs-Marietta,00:00.0,33.6906,-84.2731,0.006846154
South Pass,o3,US,Riverton,00:00.0,42.5275,-108.7203,0.039125
South Phoenix,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4033,-112.0731,0.003866667
South Reno,o3,US,Reno-Sparks,00:00.0,39.469225,-119.775393,0.006428571
South Scottsdale,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4797,-111.9172,0.0068
South Valley,o3,US,Albuquerque,00:00.0,35.0186,-106.651901,0.002928571
Southern Maryland,o3,US,Washington-Arlington-Alexandria,00:00.0,38.5042,-76.811897,0.018333333
Spanish Fork,o3,US,Provo-Orem,00:00.0,40.136398,-111.660202,0.016538462
Spanish Springs,o3,US,Reno-Sparks,00:00.0,39.621462,-119.718738,0.006785714
Sparks,o3,US,Reno-Sparks,00:00.0,39.54092,-119.746764,0.001142857
Speedwell,o3,US,CLAIBORNE,00:00.0,36.47,-83.83,0.026538462
Springville,o3,US,TULARE,00:00.0,36.1358,-118.8108,0.022214286
St Regis Mohawk-NY,o3,US,Malone,00:00.0,44.980598,-74.695297,0
St. Andrews Park,o3,US,Panama City-Lynn Haven,00:00.0,30.128901,-85.738098,0.025777778
St. Lukes Meridian,o3,US,Boise City-Nampa,00:00.0,43.600699,-116.347853,0.012272727
St. Marks Wildlife R,o3,US,Tallahassee,00:00.0,30.0842,-84.1617,0.026111111
St. Martinville,o3,US,Lafayette,00:00.0,30.008887,-91.869595,0.024166667
St. Petersburg Colle,o3,US,Tampa-St. Petersburg-Clearwater,00:00.0,27.9711,-82.7361,0.030333333
St. Philips,o3,US,Evansville,00:00.0,38.0053,-87.7183,0.018142857
StJohns,o3,US,MARICOPA,00:00.0,33.29015,-112.159874,0.0256
State College,o3,US,State College,00:00.0,40.8114,-77.8769,0.031666667
Stillwater,o3,US,Albany-Schenectady-Troy,00:00.0,43.0122,-73.6492,0.035
Stockton,o3,US,JO DAVIESS,00:00.0,42.2869,-89.9997,0.020923077
Stockton - Hazelton,o3,US,Stockton,00:00.0,37.95075,-121.26897,0.006
Strongstown,o3,US,Indiana,00:00.0,40.5633,-78.92,0.034266667
Stuart,o3,US,MARTIN,00:00.0,27.172459,-80.240692,0.027
Substation,o3,US,Farmington,00:00.0,36.7969,-108.4725,0.021363636
Sumatra,o3,US,LIBERTY,00:00.0,30.1103,-84.9903,0.0278
Swiftwater,o3,US,East Stroudsburg,00:00.0,41.083099,-75.3283,0.034133333
TRURO,o3,US,Barnstable Town,00:00.0,41.9756,-70.0239,0.038
Taft,o3,US,Cincinnati-Middletown,00:00.0,39.12886,-84.50404,0.016666667
TakomaRec,o3,US,WASHINGTON,00:00.0,38.970101,-77.016715,0.022066667
Tallahassee Communit,o3,US,Tallahassee,00:00.0,30.4397,-84.3483,0.028
Tangerine & Camino d,o3,US,Tucson,00:00.0,32.4253,-111.0669,0.030933333
Temecula (Lake Skinn,o3,US,Riverside-San Bernardino-Ontario,00:00.0,33.583099,-117.072197,0.0296
Tempe,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4124,-111.9347,0.0104
Temple Georgia C1045,o3,US,Killeen-Temple-Fort Hood,00:00.0,31.122527,-97.431158,0.007230769
Terre Haute-Lafayett,o3,US,Terre Haute,00:00.0,39.4861,-87.4014,0.005428571
Theodore Roosevelt N,o3,US,Dickinson,00:00.0,46.949699,-103.514397,0.023714286
Thibodaux,o3,US,Houma-Bayou Cane-Thibodaux,00:00.0,29.7639,-90.7653,0.0246
Thousand Oaks - Moor,o3,US,Oxnard-Thousand Oaks-Ventura,00:00.0,34.21,-118.8694,0.013266667
Thunder Basin,o3,US,Gillette,00:00.0,44.6633,-105.287498,0.0245
Tioga County,o3,US,TIOGA,00:00.0,41.6447,-76.9392,0.035133333
Tishomingo,o3,US,JOHNSTON,00:00.0,34.198875,-96.67308,0.007
Toll,o3,US,Reno-Sparks,00:00.0,39.399841,-119.739606,0.019071429
Tonto National Monum,o3,US,GILA,00:00.0,33.654725,-111.107406,0.036866667
Towanda,o3,US,BRADFORD,00:00.0,41.705226,-76.512726,0.0344
TracyAP,o3,US,Stockton,00:00.0,37.6825,-121.4406,0.024333333
Tramway,o3,US,Albuquerque,00:00.0,35.185,-106.5077,0.033142857
Tranquillity,o3,US,FRESNO,00:00.0,36.6324,-120.3822,0.013846154
Trona - Athol and Te,o3,US,Riverside-San Bernardino-Ontario,00:00.0,35.774455,-117.372109,0.027285714
Tulsa,o3,US,Tulsa,00:00.0,36.206699,-95.976402,0.001
Turlock - S. Minaret,o3,US,Modesto,00:00.0,37.4883,-120.8358,0.003142857
Tyler Airport Reloca,o3,US,Tyler,00:00.0,32.344008,-95.415751,0.019428571
UC1,o3,US,UNION,00:00.0,42.751518,-96.707208,0.024230769
Ukiah District Offic,o3,US,Ukiah,00:00.0,39.145733,-123.202995,0.003071429
Underhill,o3,US,Burlington-South Burlington,00:00.0,44.528389,-72.868973,0.035692308
Uniontown,o3,US,Pittsburgh,00:00.0,39.917663,-79.805499,0.022066667
Unionville,o3,US,TUSCOLA,00:00.0,43.61,-83.36,0.033461538
Upland,o3,US,Riverside-San Bernardino-Ontario,00:00.0,34.10366,-117.629096,0.006133333
Ute 1,o3,US,Durango,00:00.0,37.13678,-107.62863,0.0225
Ute 3,o3,US,Durango,00:00.0,37.10258,-107.870219,0.025
Uxbridge,o3,US,Worcester,00:00.0,42.0997,-71.62,0.034142857
V_VIEW,o3,US,Miami-Fort Lauderdale-Miami Beach,00:00.0,26.0732,-80.3386,0.0245625
Vacaville,o3,US,Vallejo-Fairfield,00:00.0,38.3525,-121.9617,0.0105
Vallejo,o3,US,Vallejo-Fairfield,00:00.0,38.102507,-122.237976,0.014272727
Valley Central,o3,US,Poughkeepsie-Newburgh-Middletown,00:00.0,41.5231,-74.215,0.033642857
Valparaiso,o3,US,Chicago-Naperville-Joliet,00:00.0,41.5114,-87.0353,0.012142857
Vernal #4,o3,US,UINTAH,00:00.0,40.464722,-109.56083,0.026714286
Victoria C87,o3,US,Victoria,00:00.0,28.8358,-97.0056,0.007615385
Victorville - Park A,o3,US,Riverside-San Bernardino-Ontario,00:00.0,34.51,-117.3306,0.009571429
Vincennes,o3,US,Vincennes,00:00.0,38.7408,-87.4853,0.018384615
Vinton,o3,US,Lake Charles,00:00.0,30.2278,-93.5797,0.019571429
Visalia - N. Church,o3,US,Visalia-Porterville,00:00.0,36.33252,-119.29095,0.008076923
Voyageurs NP,o3,US,Duluth,00:00.0,48.4128,-92.8292,0.034142857
W Greenwich,o3,US,Providence-New Bedford-Fall River,00:00.0,41.615,-71.7197,0.0378
WARE,o3,US,Springfield,00:00.0,42.298302,-72.334396,0.036857143
WATSON,o3,US,Louisville,00:00.0,38.0608,-85.8961,0.007785714
WHlthDpt,o3,US,Wichita,00:00.0,37.7011,-97.3139,0.03
WIND CAVE,o3,US,CUSTER,00:00.0,43.557613,-103.483658,0.036307692
WY/KC,o3,US,Kansas City,00:00.0,39.1175,-94.6356,0.021214286
Waco C1037,o3,US,Waco,00:00.0,31.6531,-97.0706,0.008615385
Walter Johnson,o3,US,Las Vegas-Paradise,00:00.0,36.169756,-115.263038,0.029
Wampanoag Laboratory,o3,US,N/A,00:00.0,41.330601,-70.788896,0.037607143
Wamsutter,o3,US,Rock Springs,00:00.0,41.6778,-108.0242,0.0288
Wash. Crossing,o3,US,Trenton-Ewing,00:00.0,40.3125,-74.8729,0.032923077
Welby - 78th Ave. &,o3,US,Denver-Aurora,00:00.0,39.8392,-104.9489,0.00125
Welch - 12400 W. Hwy,o3,US,Denver-Aurora,00:00.0,39.6389,-105.1389,0.030666667
West Chandler Fire S,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.299,-111.8843,0.005933333
West Los Angeles - V,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.051097,-118.456386,0.0064
West Orange C9/C141,o3,US,Beaumont-Port Arthur,00:00.0,30.0844,-93.7617,0.010428571
West Phoenix,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.483799,-112.142601,0.000866667
West Union,o3,US,CLARK,00:00.0,39.210883,-87.668416,0.0165
Westmorland - 570 Co,o3,US,El Centro,00:00.0,33.0325,-115.6225,0.013785714
White Plains,o3,US,New York-Northern New Jersey-Long Island,00:00.0,41.0522,-73.7642,0.032071429
Whiteface Mtn,o3,US,ESSEX,00:00.0,44.3647,-73.9017,0.035714286
Whiterocks,o3,US,UINTAH,00:00.0,40.483799,-109.906197,0.037818182
Whitestown,o3,US,Indianapolis,00:00.0,39.9975,-86.395278,0.021357143
Wilkes-Barre,o3,US,Scranton--Wilkes-Barre,00:00.0,41.2658,-75.8464,0.033533333
Williamson,o3,US,Rochester,00:00.0,43.2303,-77.1728,0.0365
Willows-Colusa,o3,US,GLENN,00:00.0,39.53387,-122.190834,0.021384615
Winegard Elementary,o3,US,Orlando-Kissimmee,00:00.0,28.4544,-81.3814,0.021
Winter Park,o3,US,Orlando-Kissimmee,00:00.0,28.5997,-81.3628,0.021555556
Woodland,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.6619,-121.7278,0.007916667
Woodstock,o3,US,Lebanon,00:00.0,43.945,-71.7008,0.036
Worcester,o3,US,Worcester,00:00.0,42.2742,-71.8758,0.035714286
YMCA - Marion County,o3,US,Ocala,00:00.0,29.170799,-82.1008,0.015666667
Yellowstone NP,o3,US,Jackson,00:00.0,44.5597,-110.4006,0.036214286
York,o3,US,York-Hanover,00:00.0,39.9653,-76.6994,0.0286
York DW,o3,US,York-Hanover,00:00.0,39.8608,-76.4619,0.027866667
Yosemite NP Turtleba,o3,US,MARIPOSA,00:00.0,37.713299,-119.7061,0.041142857
Yreka,o3,US,SISKIYOU,00:00.0,41.72679,-122.63359,0.0075
Yuba City,o3,US,Yuba City,00:00.0,39.13868,-121.61884,0.003230769
Yuma Supersite,o3,US,Yuma,00:00.0,32.690277,-114.614441,0.018
Zion NP,o3,US,St. George,00:00.0,37.1983,-113.1506,0.040071429
77th and Dodge,co,US,Omaha-Council Bluffs,00:00.0,41.259478,-96.034714,0.356065574
ALLEN PARK,co,US,Detroit-Warren-Livonia,00:00.0,42.2283,-83.2092,0.00015873
AURORA HILLS,co,US,Washington-Arlington-Alexandria,00:00.0,38.859402,-77.058899,0.490163934
Anaheim,co,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.830586,-117.938509,0.456393443
Anaheim Near Road,co,US,ORANGE,00:00.0,33.819305,-117.918759,0.725806452
Arden Arcade - Del P,co,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.613804,-121.368007,0.357288136
Azusa,co,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.136474,-117.923963,0.523015873
BLAIR STREET,co,US,St. Louis,00:00.0,38.656449,-90.198548,0.563214286
Bakersfield-Muni,co,US,Bakersfield,00:00.0,35.3313,-119,0.35
Bercut Dr,co,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.593328,-121.503728,0.3
Berkeley Aquatic Par,co,US,ALAMEDA,00:00.0,37.864767,-122.302741,0.588392857
Bethel Island,co,US,San Francisco-Oakland-Fremont,00:00.0,38.006311,-121.641918,0.290392157
Blaine,co,US,Minneapolis-St. Paul-Bloomington,00:00.0,45.1425,-93.2139,0.185084746
Blue Ridge I-70,co,US,Kansas City,00:00.0,39.047911,-94.450513,0.401111111
Bondville,co,US,Champaign-Urbana,00:00.0,40.0519,-88.3724,0.037560976
Boston - Roxbury,co,US,Boston-Cambridge-Quincy,00:00.0,42.329399,-71.082497,0.30557377
Boston-Von Hillern,co,US,SUFFOLK,00:00.0,42.325197,-71.056056,0.2018
Bridgeport,co,US,Bridgeport-Stamford-Norwalk,00:00.0,41.171398,-73.195297,0.390333333
Buckeye,co,US,Phoenix-Mesa-Scottsdale,00:00.0,33.37,-112.6207,0.201666667
Burdens Creek,co,US,Durham,00:00.0,35.889402,-78.8747,0.235932203
Burlington,co,US,Burlington-South Burlington,00:00.0,44.476101,-73.210297,0.250847458
Calexico - Ethel Str,co,US,El Centro,00:00.0,32.67618,-115.48307,0.733409091
Camden Spruce St,co,US,Philadelphia-Camden-Wilmington,00:00.0,39.934446,-75.125291,0.197777778
Cannons Lane,co,US,Louisville,00:00.0,38.2286,-85.6544,0.243492063
Central Phoenix,co,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4579,-112.046,0.864516129
Cheeka Peak,co,US,Port Angeles,00:00.0,48.2867,-124.6203,0.102258065
Cheyenne NCore,co,US,Cheyenne,00:00.0,41.18222,-104.778336,0.134677419
Chico -  East,co,US,BUTTE,00:00.0,39.76168,-121.84047,0.308965517
Cincinnati Near Road,co,US,Cincinnati-Middletown,00:00.0,39.146025,-84.538375,0.467903226
Clovis - N. Villa Av,co,US,Fresno,00:00.0,36.819199,-119.7164,0.416666667
Colorado Springs - H,co,US,Colorado Springs,00:00.0,38.830895,-104.839243,0.563333333
Columbus NR - Smoky,co,US,Columbus,00:00.0,40.11109,-83.065376,0.047540984
Compton,co,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.9014,-118.205,0.723015873
Concord,co,US,San Francisco-Oakland-Fremont,00:00.0,37.9383,-122.025,0.234464286
Converse County Long,co,US,CONVERSE,00:00.0,43.1,-105.5,0.07640625
Copper View,co,US,Salt Lake City,00:00.0,40.598056,-111.894167,0.425806452
Cornwall,co,US,Torrington,00:00.0,41.833099,-73.303299,0.146
DCNearRoad,co,US,Washington-Arlington-Alexandria,00:00.0,38.894749,-76.953427,0.653709677
DET POLICE 4TH,co,US,Detroit-Warren-Livonia,00:00.0,42.312158,-83.091943,0.433333333
"Davenport, 10th & Vi",co,US,Davenport-Moline-Rock Island,00:00.0,41.529999,-90.587502,0.229333333
Del Norte,co,US,Albuquerque,00:00.0,35.1353,-106.584702,0.362380952
Denver - CAMP - 2105,co,US,Denver-Aurora,00:00.0,39.751099,-104.987198,0.453333333
Diablo,co,US,Phoenix-Mesa-Scottsdale,00:00.0,33.3961,-111.968,1.014516129
E Providence,co,US,Providence-New Bedford-Fall River,00:00.0,41.840302,-71.361702,0.473181818
EAST VINTON ELEMENTA,co,US,Roanoke,00:00.0,37.285599,-79.884201,0.131147541
East Chicago Post Of,co,US,Chicago-Naperville-Joliet,00:00.0,41.628611,-87.461389,0.46016129
Eliza Howell- Roadwa,co,US,WAYNE,00:00.0,42.38599,-83.266319,0.292857143
Elizabeth,co,US,UNION,00:00.0,40.662388,-74.214813,0.416949153
Elizabeth Trailer,co,US,New York-Northern New Jersey-Long Island,00:00.0,40.641441,-74.208366,0.294915254
Essex,co,US,Baltimore-Towson,00:00.0,39.310833,-76.474444,0.498305085
Evansville-Lloyd,co,US,Evansville,00:00.0,37.977222,-87.59639,0.318032787
Fontana - Arrow High,co,US,Riverside-San Bernardino-Ontario,00:00.0,34.100132,-117.491982,0.641451613
Forest Park,co,US,St. Louis,00:00.0,38.631057,-90.281144,0.491607143
Fort Collins - CSU -,co,US,Fort Collins-Loveland,00:00.0,40.5764,-105.0794,0.372413793
Fort Lee Near Road,co,US,New York-Northern New Jersey-Long Island,00:00.0,40.85355,-73.9661,0.26
Fresno - Garland,co,US,FRESNO,00:00.0,36.78538,-119.77321,0.510322581
G.T.Craig,co,US,Cleveland-Elyria-Mentor,00:00.0,41.492191,-81.678552,0.147692308
GRAND RAPIDS,co,US,Grand Rapids-Wyoming,00:00.0,42.984699,-85.671097,0.395689655
Galleria,co,US,Cleveland-Elyria-Mentor,00:00.0,41.504661,-81.690186,0.183333333
Garden,co,US,Anchorage,00:00.0,61.205861,-149.8246,0.176470588
Glendora - Laurel,co,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.1439,-117.8508,0.395490196
Greeley - Weld Co. T,co,US,Greeley,00:00.0,40.3861,-104.7367,0.271929825
HAMPTON,co,US,Virginia Beach-Norfolk-Newport News,00:00.0,37.103683,-76.386948,0.123333333
HU-Beltsville,co,US,Washington-Arlington-Alexandria,00:00.0,39.055302,-76.878304,0.295245902
Hartford-Huntley,co,US,Hartford-West Hartford-East Hartford,00:00.0,41.771444,-72.679923,0.492666667
Hawthorne,co,US,Salt Lake City,00:00.0,40.733501,-111.871696,0.425806452
Honolulu,co,US,Honolulu,00:00.0,21.310301,-157.858093,0.03220339
Horicon Wildlife Are,co,US,DODGE,00:00.0,43.46611,-88.621109,0.0734
Howard County Near R,co,US,HOWARD,00:00.0,39.143197,-76.846192,0.323103448
I25 Denver,co,US,Denver-Aurora,00:00.0,39.732144,-105.015313,0.571666667
Indpls - I-70 E,co,US,Indianapolis,00:00.0,39.787933,-86.13088,0.173023256
Indpls- Illinois St,co,US,Indianapolis,00:00.0,39.768056,-86.16,0.343225806
Indpls-Washington Pa,co,US,Indianapolis,00:00.0,39.8108,-86.1147,0.225238095
Jackson NCORE,co,US,Jackson,00:00.0,32.329111,-90.182722,0.142033898
Jerome Mack,co,US,Las Vegas-Paradise,00:00.0,36.141875,-115.078742,1.114489796
Jersey City,co,US,New York-Northern New Jersey-Long Island,00:00.0,40.731689,-74.066566,0.510909091
Kapolei,co,US,Honolulu,00:00.0,21.323601,-158.088593,0.19016129
LAX-Hastings,co,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.95507,-118.43046,0.341746032
La Casa NCORE - 4545,co,US,Denver-Aurora,00:00.0,39.7794,-105.00523,0.450847458
La Habra,co,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.925062,-117.952586,0.384576271
Lab Annex,co,US,MIAMI - DADE,00:00.0,25.798333,-80.210278,0.103846154
Lake Elsinore - W. F,co,US,Riverside-San Bernardino-Ontario,00:00.0,33.676535,-117.331027,0.496065574
Lakeville - Near Roa,co,US,DAKOTA,00:00.0,44.706123,-93.285803,0.074912281
Laney College,co,US,San Francisco-Oakland-Fremont,00:00.0,37.793624,-122.263376,0.407321429
Lindon,co,US,Provo-Orem,00:00.0,40.3414,-111.7136,0.103225806
Londonderry - Moose,co,US,ROCKINGHAM,00:00.0,42.862531,-71.38014,0.194920635
Long Beach - Hudson,co,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.802417,-118.219933,0.56440678
Look Rock - GSMNP,co,US,Knoxville,00:00.0,35.6322,-83.9422,0.147647059
MATH & SCIENCE CTR,co,US,Richmond,00:00.0,37.55652,-77.40027,0.238793103
MICMAC,co,US,AROOSTOOK,00:00.0,46.6964,-68.033096,0.146507937
MILWAUKEE COLLEGE AV,co,US,MILWAUKEE,00:00.0,42.93257,-87.93434,0.336034483
MLK,co,US,Philadelphia-Camden-Wilmington,00:00.0,39.7394,-75.5581,0.337301587
MON,co,US,PHILADELPHIA,00:00.0,39.988842,-75.207205,0.441428571
MUNRO STREET,co,US,HILLSBOROUGH,00:00.0,27.955133,-82.469532,0.254262295
Mesa - Brooks Reserv,co,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4105,-111.8651,0.276470588
Millbrook NCore,co,US,Raleigh-Cary,00:00.0,35.856111,-78.574167,0.236779661
Miller State Park,co,US,Manchester-Nashua,00:00.0,42.86183,-71.878626,0.135714286
Minneapolis-Downtown,co,US,Minneapolis-St. Paul-Bloomington,00:00.0,44.979,-93.2737,0.408387097
Minneapolis-Near Roa,co,US,Minneapolis-St. Paul-Bloomington,00:00.0,44.9653,-93.2551,0.413333333
Mira Loma - Van Bure,co,US,Riverside-San Bernardino-Ontario,00:00.0,33.996387,-117.4925,0.552698413
Mission Viejo,co,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.629991,-117.675875,0.266507937
Modesto - 14th Stree,co,US,Modesto,00:00.0,37.642165,-120.994212,0.303214286
NCORE,co,US,BROWARD,00:00.0,26.054047,-80.257608,0.198951613
NCore,co,US,Fairbanks,00:00.0,64.8458,-147.72727,0.158
NCore - White Mounta,co,US,Bishop,00:00.0,37.360701,-118.330835,0.10147541
NEW,co,US,PHILADELPHIA,00:00.0,39.991389,-75.080833,0.258983051
NORFOLK - NOAA,co,US,Virginia Beach-Norfolk-Newport News,00:00.0,36.85555,-76.30135,0.289830508
NR,co,US,Salt Lake City,00:00.0,40.662841,-111.901796,0.44137931
NR-Georgia Tech,co,US,Atlanta-Sandy Springs-Marietta,00:00.0,33.778315,-84.391418,0.56
Napa - Napa Valley C,co,US,Napa,00:00.0,38.278849,-122.275024,0.343928571
Near Road,co,US,BROWARD,00:00.0,26.131256,-80.167847,0.471333333
Near Road OKC,co,US,Oklahoma City,00:00.0,35.502968,-97.577674,0.575
New Haven - Criscuol,co,US,New Haven-Milford,00:00.0,41.301288,-72.902685,0.349166667
Newark Firehouse,co,US,New York-Northern New Jersey-Long Island,00:00.0,40.720989,-74.192894,0.398983051
North OKC,co,US,Oklahoma City,00:00.0,35.612801,-97.472198,0.435135135
Oakland,co,US,San Francisco-Oakland-Fremont,00:00.0,37.743061,-122.169907,0.443571429
Oakland West,co,US,San Francisco-Oakland-Fremont,00:00.0,37.8148,-122.282402,0.306315789
Ontario Near Road,co,US,SAN BERNARDINO,00:00.0,34.068114,-117.525796,0.769047619
Palm Springs - Fire,co,US,Riverside-San Bernardino-Ontario,00:00.0,33.852605,-116.540965,0.230793651
Parklane,co,US,Columbia,00:00.0,34.093899,-80.962196,0.01
Pasadena,co,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.13263,-118.127142,0.51984127
Pepsi Place,co,US,Jacksonville,00:00.0,30.262808,-81.606834,0.379677419
Phoenix JLG Supersit,co,US,Phoenix-Mesa-Scottsdale,00:00.0,33.503601,-112.095001,0.738888889
Pico Rivera,co,US,LOS ANGELES,00:00.0,34.010283,-118.068484,0.651746032
Piney Run,co,US,GARRETT,00:00.0,39.705799,-79.011902,0.11852459
Pleasanton - Owens C,co,US,San Francisco-Oakland-Fremont,00:00.0,37.701222,-121.903019,0.443928571
Pomona,co,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.0667,-117.7506,0.661111111
Portland - SE Lafaye,co,US,Portland-Vancouver-Beaverton,00:00.0,45.496641,-122.602877,7.642857143
Preble County,co,US,Dayton,00:00.0,39.83562,-84.72049,0.159137931
RT,co,US,CLARK,00:00.0,36.139707,-115.175654,0.947959184
RUTLAND,co,US,Rutland,00:00.0,43.608528,-72.98246,0.188135593
